policy,case_id,kind,split,condition,task_index,layout,endpoint,steps
stage2_best,Sx_07_34_camera,S,train,camera,7,Sx_07_34,True,220
native,Sx_07_34_lighting,S,train,lighting,7,Sx_07_34,True,220
best,Sx_07_34_lighting,S,train,lighting,7,Sx_07_34,True,215
stage2_best,Sx_07_34_lighting,S,train,lighting,7,Sx_07_34,True,215
native,Sx_07_34_combined,S,train,combined,7,Sx_07_34,True,240
best,Sx_07_34_combined,S,train,combined,7,Sx_07_34,True,225
stage2_best,Sx_07_34_combined,S,train,combined,7,Sx_07_34,True,220
native,Sx_07_44_normal,S,train,normal,7,Sx_07_44,True,225
best,Sx_07_44_normal,S,train,normal,7,Sx_07_44,False,500
stage2_best,Sx_07_44_normal,S,train,normal,7,Sx_07_44,True,215
native,Sx_07_44_camera,S,train,camera,7,Sx_07_44,False,500
best,Sx_07_44_camera,S,train,camera,7,Sx_07_44,True,375
stage2_best,Sx_07_44_camera,S,train,camera,7,Sx_07_44,True,235
native,Sx_07_44_lighting,S,train,lighting,7,Sx_07_44,True,230
best,Sx_07_44_lighting,S,train,lighting,7,Sx_07_44,True,210
stage2_best,Sx_07_44_lighting,S,train,lighting,7,Sx_07_44,True,220
native,Sx_07_44_combined,S,train,combined,7,Sx_07_44,False,500
best,Sx_07_44_combined,S,train,combined,7,Sx_07_44,False,500
stage2_best,Sx_07_44_combined,S,train,combined,7,Sx_07_44,True,240
native,Sx_12_22_normal,S,train,normal,12,Sx_12_22,True,145
best,Sx_12_22_normal,S,train,normal,12,Sx_12_22,True,170
stage2_best,Sx_12_22_normal,S,train,normal,12,Sx_12_22,True,165
native,Sx_12_22_camera,S,train,camera,12,Sx_12_22,True,145
best,Sx_12_22_camera,S,train,camera,12,Sx_12_22,True,205
stage2_best,Sx_12_22_camera,S,train,camera,12,Sx_12_22,True,135
native,Sx_12_22_lighting,S,train,lighting,12,Sx_12_22,True,150
best,Sx_12_22_lighting,S,train,lighting,12,Sx_12_22,True,155
stage2_best,Sx_12_22_lighting,S,train,lighting,12,Sx_12_22,True,150
native,Sx_12_22_combined,S,train,combined,12,Sx_12_22,True,135
best,Sx_12_22_combined,S,train,combined,12,Sx_12_22,True,130
stage2_best,Sx_12_22_combined,S,train,combined,12,Sx_12_22,True,125
native,Sx_12_26_normal,S,train,normal,12,Sx_12_26,True,185
best,Sx_12_26_normal,S,train,normal,12,Sx_12_26,True,200
stage2_best,Sx_12_26_normal,S,train,normal,12,Sx_12_26,True,175
native,Sx_12_26_camera,S,train,camera,12,Sx_12_26,False,300
best,Sx_12_26_camera,S,train,camera,12,Sx_12_26,False,300
stage2_best,Sx_12_26_camera,S,train,camera,12,Sx_12_26,False,300
native,Sx_12_26_lighting,S,train,lighting,12,Sx_12_26,False,300
best,Sx_12_26_lighting,S,train,lighting,12,Sx_12_26,True,155
stage2_best,Sx_12_26_lighting,S,train,lighting,12,Sx_12_26,True,175
native,Sx_12_26_combined,S,train,combined,12,Sx_12_26,False,300
best,Sx_12_26_combined,S,train,combined,12,Sx_12_26,False,300
stage2_best,Sx_12_26_combined,S,train,combined,12,Sx_12_26,False,300
native,Sx_12_34_normal,S,train,normal,12,Sx_12_34,True,125
best,Sx_12_34_normal,S,train,normal,12,Sx_12_34,True,130
stage2_best,Sx_12_34_normal,S,train,normal,12,Sx_12_34,True,130
native,Sx_12_34_camera,S,train,camera,12,Sx_12_34,True,130
best,Sx_12_34_camera,S,train,camera,12,Sx_12_34,True,125
stage2_best,Sx_12_34_camera,S,train,camera,12,Sx_12_34,True,125
native,Sx_12_34_lighting,S,train,lighting,12,Sx_12_34,True,130
best,Sx_12_34_lighting,S,train,lighting,12,Sx_12_34,True,135
stage2_best,Sx_12_34_lighting,S,train,lighting,12,Sx_12_34,True,145
native,Sx_12_34_combined,S,train,combined,12,Sx_12_34,True,140
best,Sx_12_34_combined,S,train,combined,12,Sx_12_34,False,300
stage2_best,Sx_12_34_combined,S,train,combined,12,Sx_12_34,False,300
native,Sx_12_44_normal,S,train,normal,12,Sx_12_44,True,145
best,Sx_12_44_normal,S,train,normal,12,Sx_12_44,True,155
stage2_best,Sx_12_44_normal,S,train,normal,12,Sx_12_44,True,165
native,Sx_12_44_camera,S,train,camera,12,Sx_12_44,True,155
best,Sx_12_44_camera,S,train,camera,12,Sx_12_44,True,295
stage2_best,Sx_12_44_camera,S,train,camera,12,Sx_12_44,True,195
native,Sx_12_44_lighting,S,train,lighting,12,Sx_12_44,True,155
best,Sx_12_44_lighting,S,train,lighting,12,Sx_12_44,True,150
stage2_best,Sx_12_44_lighting,S,train,lighting,12,Sx_12_44,True,145
native,Sx_12_44_combined,S,train,combined,12,Sx_12_44,True,155
best,Sx_12_44_combined,S,train,combined,12,Sx_12_44,True,195
stage2_best,Sx_12_44_combined,S,train,combined,12,Sx_12_44,True,210
native,Sx_17_22_normal,S,train,normal,17,Sx_17_22,True,160
best,Sx_17_22_normal,S,train,normal,17,Sx_17_22,True,115
stage2_best,Sx_17_22_normal,S,train,normal,17,Sx_17_22,True,120
native,Sx_17_22_camera,S,train,camera,17,Sx_17_22,True,130
best,Sx_17_22_camera,S,train,camera,17,Sx_17_22,True,115
stage2_best,Sx_17_22_camera,S,train,camera,17,Sx_17_22,True,120
native,Sx_17_22_lighting,S,train,lighting,17,Sx_17_22,True,155
best,Sx_17_22_lighting,S,train,lighting,17,Sx_17_22,True,115
stage2_best,Sx_17_22_lighting,S,train,lighting,17,Sx_17_22,True,130
native,Sx_17_22_combined,S,train,combined,17,Sx_17_22,True,145
best,Sx_17_22_combined,S,train,combined,17,Sx_17_22,True,120
stage2_best,Sx_17_22_combined,S,train,combined,17,Sx_17_22,True,125
native,Sx_17_26_normal,S,train,normal,17,Sx_17_26,True,125
best,Sx_17_26_normal,S,train,normal,17,Sx_17_26,True,125
stage2_best,Sx_17_26_normal,S,train,normal,17,Sx_17_26,True,175
native,Sx_17_26_camera,S,train,camera,17,Sx_17_26,True,175
best,Sx_17_26_camera,S,train,camera,17,Sx_17_26,True,190
stage2_best,Sx_17_26_camera,S,train,camera,17,Sx_17_26,False,300
native,Sx_17_26_lighting,S,train,lighting,17,Sx_17_26,True,120
best,Sx_17_26_lighting,S,train,lighting,17,Sx_17_26,True,125
stage2_best,Sx_17_26_lighting,S,train,lighting,17,Sx_17_26,True,140
native,Sx_17_26_combined,S,train,combined,17,Sx_17_26,True,130
best,Sx_17_26_combined,S,train,combined,17,Sx_17_26,True,195
stage2_best,Sx_17_26_combined,S,train,combined,17,Sx_17_26,False,300
native,Sx_17_34_normal,S,train,normal,17,Sx_17_34,True,120
best,Sx_17_34_normal,S,train,normal,17,Sx_17_34,True,120
stage2_best,Sx_17_34_normal,S,train,normal,17,Sx_17_34,True,125
native,Sx_17_34_camera,S,train,camera,17,Sx_17_34,False,300
best,Sx_17_34_camera,S,train,camera,17,Sx_17_34,True,120
stage2_best,Sx_17_34_camera,S,train,camera,17,Sx_17_34,True,120
native,Sx_17_34_lighting,S,train,lighting,17,Sx_17_34,True,130
best,Sx_17_34_lighting,S,train,lighting,17,Sx_17_34,True,120
stage2_best,Sx_17_34_lighting,S,train,lighting,17,Sx_17_34,False,300
native,Sx_17_34_combined,S,train,combined,17,Sx_17_34,False,300
best,Sx_17_34_combined,S,train,combined,17,Sx_17_34,True,120
stage2_best,Sx_17_34_combined,S,train,combined,17,Sx_17_34,True,120
native,Sx_17_44_normal,S,train,normal,17,Sx_17_44,True,130
best,Sx_17_44_normal,S,train,normal,17,Sx_17_44,True,125
stage2_best,Sx_17_44_normal,S,train,normal,17,Sx_17_44,True,130
native,Sx_17_44_camera,S,train,camera,17,Sx_17_44,True,120
best,Sx_17_44_camera,S,train,camera,17,Sx_17_44,False,300
stage2_best,Sx_17_44_camera,S,train,camera,17,Sx_17_44,False,300
native,Sx_17_44_lighting,S,train,lighting,17,Sx_17_44,True,130
best,Sx_17_44_lighting,S,train,lighting,17,Sx_17_44,True,125
stage2_best,Sx_17_44_lighting,S,train,lighting,17,Sx_17_44,True,135
native,Sx_17_44_combined,S,train,combined,17,Sx_17_44,True,125
best,Sx_17_44_combined,S,train,combined,17,Sx_17_44,False,300
stage2_best,Sx_17_44_combined,S,train,combined,17,Sx_17_44,False,300
native,Sx_22_22_normal,S,train,normal,22,Sx_22_22,True,145
best,Sx_22_22_normal,S,train,normal,22,Sx_22_22,True,145
stage2_best,Sx_22_22_normal,S,train,normal,22,Sx_22_22,True,180
native,Sx_22_22_camera,S,train,camera,22,Sx_22_22,True,145
best,Sx_22_22_camera,S,train,camera,22,Sx_22_22,True,225
stage2_best,Sx_22_22_camera,S,train,camera,22,Sx_22_22,True,180
native,Sx_22_22_lighting,S,train,lighting,22,Sx_22_22,True,140
best,Sx_22_22_lighting,S,train,lighting,22,Sx_22_22,True,140
stage2_best,Sx_22_22_lighting,S,train,lighting,22,Sx_22_22,True,165
native,Sx_22_22_combined,S,train,combined,22,Sx_22_22,False,300
best,Sx_22_22_combined,S,train,combined,22,Sx_22_22,True,185
stage2_best,Sx_22_22_combined,S,train,combined,22,Sx_22_22,True,150
native,Sx_22_26_normal,S,train,normal,22,Sx_22_26,True,180
best,Sx_22_26_normal,S,train,normal,22,Sx_22_26,True,165
stage2_best,Sx_22_26_normal,S,train,normal,22,Sx_22_26,True,150
native,Sx_22_26_camera,S,train,camera,22,Sx_22_26,False,300
best,Sx_22_26_camera,S,train,camera,22,Sx_22_26,True,185
stage2_best,Sx_22_26_camera,S,train,camera,22,Sx_22_26,True,160
native,Sx_22_26_lighting,S,train,lighting,22,Sx_22_26,True,185
best,Sx_22_26_lighting,S,train,lighting,22,Sx_22_26,True,150
stage2_best,Sx_22_26_lighting,S,train,lighting,22,Sx_22_26,True,140
native,Sx_22_26_combined,S,train,combined,22,Sx_22_26,False,300
best,Sx_22_26_combined,S,train,combined,22,Sx_22_26,True,160
stage2_best,Sx_22_26_combined,S,train,combined,22,Sx_22_26,True,150
native,Sx_22_34_normal,S,train,normal,22,Sx_22_34,True,155
best,Sx_22_34_normal,S,train,normal,22,Sx_22_34,True,150
stage2_best,Sx_22_34_normal,S,train,normal,22,Sx_22_34,True,145
native,Sx_22_34_camera,S,train,camera,22,Sx_22_34,True,145
best,Sx_22_34_camera,S,train,camera,22,Sx_22_34,True,160
stage2_best,Sx_22_34_camera,S,train,camera,22,Sx_22_34,True,155
native,Sx_22_34_lighting,S,train,lighting,22,Sx_22_34,True,145
best,Sx_22_34_lighting,S,train,lighting,22,Sx_22_34,True,150
stage2_best,Sx_22_34_lighting,S,train,lighting,22,Sx_22_34,True,145
native,Sx_22_34_combined,S,train,combined,22,Sx_22_34,True,150
best,Sx_22_34_combined,S,train,combined,22,Sx_22_34,True,135
stage2_best,Sx_22_34_combined,S,train,combined,22,Sx_22_34,True,155
native,Sx_22_44_normal,S,train,normal,22,Sx_22_44,True,135
best,Sx_22_44_normal,S,train,normal,22,Sx_22_44,True,140
stage2_best,Sx_22_44_normal,S,train,normal,22,Sx_22_44,True,190
native,Sx_22_44_camera,S,train,camera,22,Sx_22_44,True,135
best,Sx_22_44_camera,S,train,camera,22,Sx_22_44,True,135
stage2_best,Sx_22_44_camera,S,train,camera,22,Sx_22_44,True,140
native,Sx_22_44_lighting,S,train,lighting,22,Sx_22_44,True,130
best,Sx_22_44_lighting,S,train,lighting,22,Sx_22_44,True,155
stage2_best,Sx_22_44_lighting,S,train,lighting,22,Sx_22_44,True,140
native,Sx_22_44_combined,S,train,combined,22,Sx_22_44,True,195
best,Sx_22_44_combined,S,train,combined,22,Sx_22_44,True,135
stage2_best,Sx_22_44_combined,S,train,combined,22,Sx_22_44,True,140
native,Sx_27_22_normal,S,test,normal,27,Sx_27_22,True,135
best,Sx_27_22_normal,S,test,normal,27,Sx_27_22,True,125
stage2_best,Sx_27_22_normal,S,test,normal,27,Sx_27_22,True,120
native,Sx_27_22_camera,S,test,camera,27,Sx_27_22,True,125
best,Sx_27_22_camera,S,test,camera,27,Sx_27_22,True,125
stage2_best,Sx_27_22_camera,S,test,camera,27,Sx_27_22,True,130
native,Sx_27_22_lighting,S,test,lighting,27,Sx_27_22,True,170
best,Sx_27_22_lighting,S,test,lighting,27,Sx_27_22,True,120
stage2_best,Sx_27_22_lighting,S,test,lighting,27,Sx_27_22,True,170
native,Sx_27_22_combined,S,test,combined,27,Sx_27_22,True,175
best,Sx_27_22_combined,S,test,combined,27,Sx_27_22,True,125
stage2_best,Sx_27_22_combined,S,test,combined,27,Sx_27_22,True,175
native,Sx_27_26_normal,S,test,normal,27,Sx_27_26,True,150
best,Sx_27_26_normal,S,test,normal,27,Sx_27_26,True,125
stage2_best,Sx_27_26_normal,S,test,normal,27,Sx_27_26,True,125
native,Sx_27_26_camera,S,test,camera,27,Sx_27_26,True,125
best,Sx_27_26_camera,S,test,camera,27,Sx_27_26,True,135
stage2_best,Sx_27_26_camera,S,test,camera,27,Sx_27_26,True,130
native,Sx_27_26_lighting,S,test,lighting,27,Sx_27_26,True,120
best,Sx_27_26_lighting,S,test,lighting,27,Sx_27_26,True,125
stage2_best,Sx_27_26_lighting,S,test,lighting,27,Sx_27_26,True,125
native,Sx_27_26_combined,S,test,combined,27,Sx_27_26,True,135
best,Sx_27_26_combined,S,test,combined,27,Sx_27_26,True,135
stage2_best,Sx_27_26_combined,S,test,combined,27,Sx_27_26,True,120
native,Sx_27_34_normal,S,test,normal,27,Sx_27_34,True,205
best,Sx_27_34_normal,S,test,normal,27,Sx_27_34,True,180
stage2_best,Sx_27_34_normal,S,test,normal,27,Sx_27_34,True,130
native,Sx_27_34_camera,S,test,camera,27,Sx_27_34,True,130
best,Sx_27_34_camera,S,test,camera,27,Sx_27_34,True,145
stage2_best,Sx_27_34_camera,S,test,camera,27,Sx_27_34,True,175
native,Sx_27_34_lighting,S,test,lighting,27,Sx_27_34,True,130
best,Sx_27_34_lighting,S,test,lighting,27,Sx_27_34,True,130
stage2_best,Sx_27_34_lighting,S,test,lighting,27,Sx_27_34,True,130
native,Sx_27_34_combined,S,test,combined,27,Sx_27_34,True,125
best,Sx_27_34_combined,S,test,combined,27,Sx_27_34,True,150
stage2_best,Sx_27_34_combined,S,test,combined,27,Sx_27_34,False,300
native,Sx_27_44_normal,S,test,normal,27,Sx_27_44,True,135
best,Sx_27_44_normal,S,test,normal,27,Sx_27_44,True,125
stage2_best,Sx_27_44_normal,S,test,normal,27,Sx_27_44,True,120
native,Sx_27_44_camera,S,test,camera,27,Sx_27_44,True,120
best,Sx_27_44_camera,S,test,camera,27,Sx_27_44,True,130
stage2_best,Sx_27_44_camera,S,test,camera,27,Sx_27_44,False,300
native,Sx_27_44_lighting,S,test,lighting,27,Sx_27_44,True,120
best,Sx_27_44_lighting,S,test,lighting,27,Sx_27_44,True,125
stage2_best,Sx_27_44_lighting,S,test,lighting,27,Sx_27_44,True,125
native,Sx_27_44_combined,S,test,combined,27,Sx_27_44,True,115
best,Sx_27_44_combined,S,test,combined,27,Sx_27_44,True,125
stage2_best,Sx_27_44_combined,S,test,combined,27,Sx_27_44,True,230
native,Sx_32_22_normal,S,train,normal,32,Sx_32_22,True,115
best,Sx_32_22_normal,S,train,normal,32,Sx_32_22,True,120
stage2_best,Sx_32_22_normal,S,train,normal,32,Sx_32_22,True,125
native,Sx_32_22_camera,S,train,camera,32,Sx_32_22,True,130
best,Sx_32_22_camera,S,train,camera,32,Sx_32_22,True,125
stage2_best,Sx_32_22_camera,S,train,camera,32,Sx_32_22,True,130
native,Sx_32_22_lighting,S,train,lighting,32,Sx_32_22,True,120
best,Sx_32_22_lighting,S,train,lighting,32,Sx_32_22,True,120
stage2_best,Sx_32_22_lighting,S,train,lighting,32,Sx_32_22,True,135
native,Sx_32_22_combined,S,train,combined,32,Sx_32_22,True,135
best,Sx_32_22_combined,S,train,combined,32,Sx_32_22,True,135
stage2_best,Sx_32_22_combined,S,train,combined,32,Sx_32_22,True,135
native,Sx_32_26_normal,S,train,normal,32,Sx_32_26,True,125
best,Sx_32_26_normal,S,train,normal,32,Sx_32_26,True,125
stage2_best,Sx_32_26_normal,S,train,normal,32,Sx_32_26,True,120
native,Sx_32_26_camera,S,train,camera,32,Sx_32_26,True,145
best,Sx_32_26_camera,S,train,camera,32,Sx_32_26,False,300
stage2_best,Sx_32_26_camera,S,train,camera,32,Sx_32_26,False,300
native,Sx_32_26_lighting,S,train,lighting,32,Sx_32_26,True,120
best,Sx_32_26_lighting,S,train,lighting,32,Sx_32_26,True,135
stage2_best,Sx_32_26_lighting,S,train,lighting,32,Sx_32_26,True,120
native,Sx_32_26_combined,S,train,combined,32,Sx_32_26,True,140
best,Sx_32_26_combined,S,train,combined,32,Sx_32_26,True,145
stage2_best,Sx_32_26_combined,S,train,combined,32,Sx_32_26,False,300
native,Sx_32_34_normal,S,train,normal,32,Sx_32_34,True,120
best,Sx_32_34_normal,S,train,normal,32,Sx_32_34,False,300
stage2_best,Sx_32_34_normal,S,train,normal,32,Sx_32_34,True,130
native,Sx_32_34_camera,S,train,camera,32,Sx_32_34,False,300
best,Sx_32_34_camera,S,train,camera,32,Sx_32_34,True,165
stage2_best,Sx_32_34_camera,S,train,camera,32,Sx_32_34,True,125
native,Sx_32_34_lighting,S,train,lighting,32,Sx_32_34,True,125
best,Sx_32_34_lighting,S,train,lighting,32,Sx_32_34,True,175
stage2_best,Sx_32_34_lighting,S,train,lighting,32,Sx_32_34,True,135
native,Sx_32_34_combined,S,train,combined,32,Sx_32_34,False,300
best,Sx_32_34_combined,S,train,combined,32,Sx_32_34,False,300
stage2_best,Sx_32_34_combined,S,train,combined,32,Sx_32_34,True,140
native,Sx_32_44_normal,S,train,normal,32,Sx_32_44,True,130
best,Sx_32_44_normal,S,train,normal,32,Sx_32_44,True,130
stage2_best,Sx_32_44_normal,S,train,normal,32,Sx_32_44,True,135
native,Sx_32_44_camera,S,train,camera,32,Sx_32_44,True,130
best,Sx_32_44_camera,S,train,camera,32,Sx_32_44,True,130
stage2_best,Sx_32_44_camera,S,train,camera,32,Sx_32_44,True,135
native,Sx_32_44_lighting,S,train,lighting,32,Sx_32_44,True,130
best,Sx_32_44_lighting,S,train,lighting,32,Sx_32_44,True,130
stage2_best,Sx_32_44_lighting,S,train,lighting,32,Sx_32_44,True,130
native,Sx_32_44_combined,S,train,combined,32,Sx_32_44,True,145
best,Sx_32_44_combined,S,train,combined,32,Sx_32_44,True,130
stage2_best,Sx_32_44_combined,S,train,combined,32,Sx_32_44,True,130
native,Sx_37_22_normal,S,train,normal,37,Sx_37_22,False,300
best,Sx_37_22_normal,S,train,normal,37,Sx_37_22,True,105
stage2_best,Sx_37_22_normal,S,train,normal,37,Sx_37_22,True,90
native,Sx_37_22_camera,S,train,camera,37,Sx_37_22,True,95
best,Sx_37_22_camera,S,train,camera,37,Sx_37_22,True,100
stage2_best,Sx_37_22_camera,S,train,camera,37,Sx_37_22,True,100
native,Sx_37_22_lighting,S,train,lighting,37,Sx_37_22,False,300
best,Sx_37_22_lighting,S,train,lighting,37,Sx_37_22,True,100
stage2_best,Sx_37_22_lighting,S,train,lighting,37,Sx_37_22,True,90
native,Sx_37_22_combined,S,train,combined,37,Sx_37_22,True,100
best,Sx_37_22_combined,S,train,combined,37,Sx_37_22,True,100
stage2_best,Sx_37_22_combined,S,train,combined,37,Sx_37_22,True,100
native,Sx_37_26_normal,S,train,normal,37,Sx_37_26,True,95
best,Sx_37_26_normal,S,train,normal,37,Sx_37_26,True,105
stage2_best,Sx_37_26_normal,S,train,normal,37,Sx_37_26,False,300
native,Sx_37_26_camera,S,train,camera,37,Sx_37_26,False,300
best,Sx_37_26_camera,S,train,camera,37,Sx_37_26,True,100
stage2_best,Sx_37_26_camera,S,train,camera,37,Sx_37_26,False,300
native,Sx_37_26_lighting,S,train,lighting,37,Sx_37_26,True,95
best,Sx_37_26_lighting,S,train,lighting,37,Sx_37_26,True,95
stage2_best,Sx_37_26_lighting,S,train,lighting,37,Sx_37_26,False,300
native,Sx_37_26_combined,S,train,combined,37,Sx_37_26,False,300
best,Sx_37_26_combined,S,train,combined,37,Sx_37_26,True,95
stage2_best,Sx_37_26_combined,S,train,combined,37,Sx_37_26,False,300
native,Sx_37_34_normal,S,train,normal,37,Sx_37_34,True,95
best,Sx_37_34_normal,S,train,normal,37,Sx_37_34,True,95
stage2_best,Sx_37_34_normal,S,train,normal,37,Sx_37_34,True,100
native,Sx_37_34_camera,S,train,camera,37,Sx_37_34,False,300
best,Sx_37_34_camera,S,train,camera,37,Sx_37_34,True,105
stage2_best,Sx_37_34_camera,S,train,camera,37,Sx_37_34,True,95
native,Sx_37_34_lighting,S,train,lighting,37,Sx_37_34,True,100
best,Sx_37_34_lighting,S,train,lighting,37,Sx_37_34,True,100
stage2_best,Sx_37_34_lighting,S,train,lighting,37,Sx_37_34,True,95
native,Sx_37_34_combined,S,train,combined,37,Sx_37_34,False,300
best,Sx_37_34_combined,S,train,combined,37,Sx_37_34,True,110
stage2_best,Sx_37_34_combined,S,train,combined,37,Sx_37_34,True,95
native,Sx_37_44_normal,S,train,normal,37,Sx_37_44,True,85
best,Sx_37_44_normal,S,train,normal,37,Sx_37_44,False,300
stage2_best,Sx_37_44_normal,S,train,normal,37,Sx_37_44,True,90
native,Sx_37_44_camera,S,train,camera,37,Sx_37_44,False,300
best,Sx_37_44_camera,S,train,camera,37,Sx_37_44,True,170
stage2_best,Sx_37_44_camera,S,train,camera,37,Sx_37_44,False,300
native,Sx_37_44_lighting,S,train,lighting,37,Sx_37_44,True,90
best,Sx_37_44_lighting,S,train,lighting,37,Sx_37_44,False,300
stage2_best,Sx_37_44_lighting,S,train,lighting,37,Sx_37_44,True,100
native,Sx_37_44_combined,S,train,combined,37,Sx_37_44,False,300
best,Sx_37_44_combined,S,train,combined,37,Sx_37_44,True,105
stage2_best,Sx_37_44_combined,S,train,combined,37,Sx_37_44,True,215
native,Sx_03_22_normal,S,test,normal,3,Sx_03_22,True,380
best,Sx_03_22_normal,S,test,normal,3,Sx_03_22,True,400
stage2_best,Sx_03_22_normal,S,test,normal,3,Sx_03_22,False,500
native,Sx_03_22_camera,S,test,camera,3,Sx_03_22,False,500
best,Sx_03_22_camera,S,test,camera,3,Sx_03_22,False,500
stage2_best,Sx_03_22_camera,S,test,camera,3,Sx_03_22,False,500
native,Sx_03_22_lighting,S,test,lighting,3,Sx_03_22,False,500
best,Sx_03_22_lighting,S,test,lighting,3,Sx_03_22,True,395
stage2_best,Sx_03_22_lighting,S,test,lighting,3,Sx_03_22,True,390
native,Sx_03_22_combined,S,test,combined,3,Sx_03_22,False,500
best,Sx_03_22_combined,S,test,combined,3,Sx_03_22,True,415
stage2_best,Sx_03_22_combined,S,test,combined,3,Sx_03_22,False,500
native,Sx_03_26_normal,S,test,normal,3,Sx_03_26,True,430
best,Sx_03_26_normal,S,test,normal,3,Sx_03_26,True,345
stage2_best,Sx_03_26_normal,S,test,normal,3,Sx_03_26,True,365
native,Sx_03_26_camera,S,test,camera,3,Sx_03_26,True,365
best,Sx_03_26_camera,S,test,camera,3,Sx_03_26,True,345
stage2_best,Sx_03_26_camera,S,test,camera,3,Sx_03_26,False,500
native,Sx_03_26_lighting,S,test,lighting,3,Sx_03_26,False,500
best,Sx_03_26_lighting,S,test,lighting,3,Sx_03_26,True,370
stage2_best,Sx_03_26_lighting,S,test,lighting,3,Sx_03_26,True,360
native,Sx_03_26_combined,S,test,combined,3,Sx_03_26,True,355
best,Sx_03_26_combined,S,test,combined,3,Sx_03_26,True,360
stage2_best,Sx_03_26_combined,S,test,combined,3,Sx_03_26,False,500
native,Sx_03_34_normal,S,test,normal,3,Sx_03_34,True,435
best,Sx_03_34_normal,S,test,normal,3,Sx_03_34,False,500
stage2_best,Sx_03_34_normal,S,test,normal,3,Sx_03_34,True,430
native,Sx_03_34_camera,S,test,camera,3,Sx_03_34,False,500
best,Sx_03_34_camera,S,test,camera,3,Sx_03_34,True,400
stage2_best,Sx_03_34_camera,S,test,camera,3,Sx_03_34,True,390
native,Sx_03_34_lighting,S,test,lighting,3,Sx_03_34,True,360
best,Sx_03_34_lighting,S,test,lighting,3,Sx_03_34,True,375
stage2_best,Sx_03_34_lighting,S,test,lighting,3,Sx_03_34,True,470
native,Sx_03_34_combined,S,test,combined,3,Sx_03_34,False,500
best,Sx_03_34_combined,S,test,combined,3,Sx_03_34,True,400
stage2_best,Sx_03_34_combined,S,test,combined,3,Sx_03_34,True,450
native,Sx_03_44_normal,S,test,normal,3,Sx_03_44,False,500
best,Sx_03_44_normal,S,test,normal,3,Sx_03_44,True,410
stage2_best,Sx_03_44_normal,S,test,normal,3,Sx_03_44,True,370
native,Sx_03_44_camera,S,test,camera,3,Sx_03_44,False,500
best,Sx_03_44_camera,S,test,camera,3,Sx_03_44,False,500
stage2_best,Sx_03_44_camera,S,test,camera,3,Sx_03_44,False,500
native,Sx_03_44_lighting,S,test,lighting,3,Sx_03_44,False,500
best,Sx_03_44_lighting,S,test,lighting,3,Sx_03_44,True,370
stage2_best,Sx_03_44_lighting,S,test,lighting,3,Sx_03_44,True,360
native,Sx_03_44_combined,S,test,combined,3,Sx_03_44,False,500
best,Sx_03_44_combined,S,test,combined,3,Sx_03_44,False,500
stage2_best,Sx_03_44_combined,S,test,combined,3,Sx_03_44,False,500
native,Sx_08_22_normal,S,train,normal,8,Sx_08_22,False,500
best,Sx_08_22_normal,S,train,normal,8,Sx_08_22,True,250
stage2_best,Sx_08_22_normal,S,train,normal,8,Sx_08_22,True,235
native,Sx_08_22_camera,S,train,camera,8,Sx_08_22,True,220
best,Sx_08_22_camera,S,train,camera,8,Sx_08_22,True,245
stage2_best,Sx_08_22_camera,S,train,camera,8,Sx_08_22,True,250
native,Sx_08_22_lighting,S,train,lighting,8,Sx_08_22,True,245
best,Sx_08_22_lighting,S,train,lighting,8,Sx_08_22,True,250
stage2_best,Sx_08_22_lighting,S,train,lighting,8,Sx_08_22,True,235
native,Sx_08_22_combined,S,train,combined,8,Sx_08_22,True,240
best,Sx_08_22_combined,S,train,combined,8,Sx_08_22,True,260
stage2_best,Sx_08_22_combined,S,train,combined,8,Sx_08_22,True,250
native,Sx_08_26_normal,S,train,normal,8,Sx_08_26,True,335
best,Sx_08_26_normal,S,train,normal,8,Sx_08_26,True,235
stage2_best,Sx_08_26_normal,S,train,normal,8,Sx_08_26,True,220
native,Sx_08_26_camera,S,train,camera,8,Sx_08_26,False,500
best,Sx_08_26_camera,S,train,camera,8,Sx_08_26,False,500
stage2_best,Sx_08_26_camera,S,train,camera,8,Sx_08_26,False,500
native,Sx_08_26_lighting,S,train,lighting,8,Sx_08_26,False,500
best,Sx_08_26_lighting,S,train,lighting,8,Sx_08_26,True,255
stage2_best,Sx_08_26_lighting,S,train,lighting,8,Sx_08_26,True,230
native,Sx_08_26_combined,S,train,combined,8,Sx_08_26,False,500
best,Sx_08_26_combined,S,train,combined,8,Sx_08_26,False,500
stage2_best,Sx_08_26_combined,S,train,combined,8,Sx_08_26,False,500
native,Sx_08_34_normal,S,train,normal,8,Sx_08_34,True,335
best,Sx_08_34_normal,S,train,normal,8,Sx_08_34,True,245
stage2_best,Sx_08_34_normal,S,train,normal,8,Sx_08_34,True,220
native,Sx_08_34_camera,S,train,camera,8,Sx_08_34,False,500
best,Sx_08_34_camera,S,train,camera,8,Sx_08_34,False,500
stage2_best,Sx_08_34_camera,S,train,camera,8,Sx_08_34,True,385
native,Sx_08_34_lighting,S,train,lighting,8,Sx_08_34,True,240
best,Sx_08_34_lighting,S,train,lighting,8,Sx_08_34,True,215
stage2_best,Sx_08_34_lighting,S,train,lighting,8,Sx_08_34,True,255
native,Sx_08_34_combined,S,train,combined,8,Sx_08_34,True,235
